"date","new_cases","new_deaths","people_vaccinated","population","avg_cases","avg_deaths","vacc_rate"
2020-06-02,195,12,NA,10167923,299.857142857143,10.8928571428571,NA
2020-06-03,366,11,NA,10167923,307.392857142857,10.3928571428571,NA
2020-06-04,331,8,NA,10167923,307.928571428571,9.85714285714286,NA
2020-06-05,377,10,NA,10167923,305.285714285714,9.17857142857143,NA
2020-06-06,382,9,NA,10167923,303.357142857143,8.5,NA
2020-06-07,342,5,NA,10167923,301.785714285714,7.96428571428571,NA
2020-06-08,192,6,NA,10167923,304.5,7.25,NA
2020-06-09,421,7,NA,10167923,313.464285714286,6.5,NA
2020-06-10,294,5,NA,10167923,316.142857142857,5.78571428571429,NA
2020-06-11,310,7,NA,10167923,318.142857142857,5.17857142857143,NA
2020-06-12,270,1,NA,10167923,321.142857142857,4.67857142857143,NA
2020-06-13,283,7,NA,10167923,320.892857142857,4.14285714285714,NA
2020-06-14,227,5,NA,10167923,318.928571428571,3.75,NA
2020-06-15,346,3,NA,10167923,319.535714285714,3.57142857142857,NA
2020-06-16,300,2,NA,10167923,319.214285714286,3.46428571428571,NA
2020-06-17,336,1,NA,10167923,319.107142857143,3.35714285714286,NA
2020-06-18,417,1,NA,10167923,321.75,3.25,NA
2020-06-19,375,3,NA,10167923,328.25,3.39285714285714,NA
2020-06-20,377,1,NA,10167923,336.142857142857,3.53571428571429,NA
2020-06-21,292,2,NA,10167923,345.785714285714,3.42857142857143,NA
2020-06-22,259,4,NA,10167923,351.142857142857,3.39285714285714,NA
2020-06-23,345,6,NA,10167923,345.75,3.64285714285714,NA
2020-06-24,367,3,NA,10167923,342.392857142857,3.92857142857143,NA
2020-06-25,311,6,NA,10167923,338.392857142857,4.25,NA
2020-06-26,451,6,NA,10167923,335.178571428571,4.78571428571428,NA
2020-06-27,323,6,NA,10167923,336.428571428571,5.28571428571429,NA
2020-06-28,457,3,NA,10167923,339,5.75,NA
2020-06-29,266,4,NA,10167923,339.321428571429,6.07142857142857,NA
2020-06-30,229,8,NA,10167923,336.285714285714,6.25,NA
2020-07-01,313,3,NA,10167923,336.928571428571,6.32142857142857,NA
2020-07-02,328,8,NA,10167923,343.464285714286,6.53571428571429,NA
2020-07-03,374,11,NA,10167923,345.535714285714,6.64285714285714,NA
2020-07-04,413,7,NA,10167923,351.607142857143,6.57142857142857,NA
2020-07-05,328,9,NA,10167923,353.5,6.75,NA
2020-07-06,232,6,NA,10167923,349,6.78571428571429,NA
2020-07-07,287,9,NA,10167923,350.571428571429,6.64285714285714,NA
2020-07-08,443,2,NA,10167923,352.928571428572,6.75,NA
2020-07-09,418,13,NA,10167923,355.535714285714,6.75,NA
2020-07-10,402,2,NA,10167923,353.714285714286,6.28571428571429,NA
2020-07-11,542,8,NA,10167923,347.928571428571,5.82142857142857,NA
2020-07-12,291,6,NA,10167923,341.428571428571,5.5,NA
2020-07-13,306,2,NA,10167923,335.035714285714,5.21428571428571,NA
2020-07-14,233,6,NA,10167923,325.857142857143,4.96428571428571,NA
2020-07-15,375,8,NA,10167923,313.321428571428,4.96428571428571,NA
2020-07-16,339,3,NA,10167923,299.75,4.71428571428571,NA
2020-07-17,312,3,NA,10167923,289.821428571429,4.53571428571429,NA
2020-07-18,313,2,NA,10167923,276.678571428571,4.57142857142857,NA
2020-07-19,246,5,NA,10167923,263.785714285714,4.25,NA
2020-07-20,135,2,NA,10167923,254.75,4.07142857142857,NA
2020-07-21,127,6,NA,10167923,244.285714285714,3.96428571428571,NA
2020-07-22,252,5,NA,10167923,233.785714285714,3.67857142857143,NA
2020-07-23,229,3,NA,10167923,224.642857142857,3.46428571428571,NA
2020-07-24,313,7,NA,10167923,217.785714285714,3.60714285714286,NA
2020-07-25,263,4,NA,10167923,211.25,3.78571428571429,NA
2020-07-26,209,1,NA,10167923,205.25,3.64285714285714,NA
2020-07-27,135,2,NA,10167923,200.892857142857,3.42857142857143,NA
2020-07-28,111,3,NA,10167923,199.321428571429,3.17857142857143,NA
2020-07-29,203,3,NA,10167923,195.75,2.85714285714286,NA
2020-07-30,255,2,NA,10167923,192.142857142857,2.71428571428571,NA
2020-07-31,204,8,NA,10167923,190.75,2.57142857142857,NA
2020-08-01,238,2,NA,10167923,187.178571428571,2.42857142857143,NA
2020-08-02,153,1,NA,10167923,181.642857142857,2.60714285714286,NA
2020-08-03,106,0,NA,10167923,179.642857142857,2.82142857142857,NA
2020-08-04,112,1,NA,10167923,180.75,2.82142857142857,NA
2020-08-05,167,1,NA,10167923,183.75,2.78571428571429,NA
2020-08-06,213,3,NA,10167923,188.928571428571,2.92857142857143,NA
2020-08-07,290,3,NA,10167923,192.535714285714,2.85714285714286,NA
2020-08-08,186,4,NA,10167923,192.214285714286,2.67857142857143,NA
2020-08-09,131,6,NA,10167923,189.642857142857,2.78571428571429,NA
2020-08-10,157,3,NA,10167923,189.428571428571,2.89285714285714,NA
2020-08-11,120,2,NA,10167923,194,3.07142857142857,NA
2020-08-12,278,3,NA,10167923,200.714285714286,3.25,NA
2020-08-13,325,6,NA,10167923,206.571428571429,3.25,NA
2020-08-14,235,2,NA,10167923,206.821428571429,3.25,NA
2020-08-15,198,3,NA,10167923,206.25,3.21428571428571,NA
2020-08-16,121,3,NA,10167923,208.714285714286,3,NA
2020-08-17,132,1,NA,10167923,208,2.92857142857143,NA
2020-08-18,214,5,NA,10167923,209.357142857143,3.07142857142857,NA
2020-08-19,253,2,NA,10167923,214.928571428571,3.10714285714286,NA
2020-08-20,291,2,NA,10167923,220.571428571428,2.92857142857143,NA
2020-08-21,219,4,NA,10167923,229.142857142857,2.92857142857143,NA
2020-08-22,241,2,NA,10167923,241.357142857143,3.07142857142857,NA
2020-08-23,145,2,NA,10167923,254.75,3,NA
2020-08-24,123,5,NA,10167923,265.857142857143,3,NA
2020-08-25,192,4,NA,10167923,270.464285714286,2.96428571428571,NA
2020-08-26,362,2,NA,10167923,275.964285714286,2.89285714285714,NA
2020-08-27,399,2,NA,10167923,285.392857142857,2.92857142857143,NA
2020-08-28,401,6,NA,10167923,296.607142857143,2.92857142857143,NA
2020-08-29,374,3,NA,10167923,312.035714285714,3.03571428571429,NA
2020-08-30,320,1,NA,10167923,326.857142857143,3.14285714285714,NA
2020-08-31,244,3,NA,10167923,337.428571428571,3.07142857142857,NA
2020-09-01,231,2,NA,10167923,348.928571428571,2.96428571428571,NA
2020-09-02,390,3,NA,10167923,366.071428571429,2.96428571428571,NA
2020-09-03,418,2,NA,10167923,382.857142857143,3.03571428571429,NA
2020-09-04,406,4,NA,10167923,399.714285714286,2.96428571428571,NA
2020-09-05,486,5,NA,10167923,414.321428571428,2.92857142857143,NA
2020-09-06,315,2,NA,10167923,431.321428571429,3.21428571428571,NA
2020-09-07,249,3,NA,10167923,457.107142857143,3.46428571428571,NA
2020-09-08,388,3,NA,10167923,477.214285714286,3.57142857142857,NA
2020-09-09,646,3,NA,10167923,491.821428571429,3.64285714285714,NA
2020-09-10,585,3,NA,10167923,512.071428571429,3.92857142857143,NA
2020-09-11,687,3,NA,10167923,538,4.28571428571429,NA
2020-09-12,497,5,NA,10167923,564.321428571429,4.35714285714286,NA
2020-09-13,673,7,NA,10167923,585.75,4.75,NA
2020-09-14,613,4,NA,10167923,607.571428571428,5.32142857142857,NA
2020-09-15,425,4,NA,10167923,623.607142857143,5.57142857142857,NA
2020-09-16,605,3,NA,10167923,631.857142857143,5.64285714285714,NA
2020-09-17,770,10,NA,10167923,641.214285714286,5.64285714285714,NA
2020-09-18,780,6,NA,10167923,652.571428571429,5.71428571428571,NA
2020-09-19,849,5,NA,10167923,673.964285714286,5.89285714285714,NA
2020-09-20,552,13,NA,10167923,687.5,6.07142857142857,NA
2020-09-21,623,8,NA,10167923,680.5,6.14285714285714,NA
